product,vendor code,code,group code,main provider,main manufacturer,tax,country-provider,discount,price
"яСервопривод mini 02,2кг/0,11сек/6V/metall/ZD",6087,1320,Сервоприводы,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,0.86
Карданы CVD (пара),6312,1321,Jan-16,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,15.2
Шестерня ведущая(пиньон) 11T/13T/2.3mm ZD Racing,6313,1322,Шестерни (пиньоны),XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,6,2.92
Колесо в сборе 1/16 трагги (пара) ZD,6439,1323,"Колёса, шины, диски, вставки и аксессуары",XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,1,3.99
Колесо в сборе 1/16 трагги (пара) ZD,6482,1324,"Колёса, шины, диски, вставки и аксессуары",XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,20
Колесо в сборе 1/16 трагги (пара) ZD,6483,1325,"Колёса, шины, диски, вставки и аксессуары",XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,1.57
1-Oct,,1326,ZD Racing,,,,,5,2.4
Шестерня дифференциала (пиньоны) ,7175,1327,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,20.66
Стойка амортизаторов (бабочка) передняя,7179,1328,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,3.9
Ступица передняя (пара),7186,1329,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,10
Держатель ступицы С-хаб (пара),7187,1330,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,0.82
Ступица задняя (пара),7189,1331,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,21.3
Стабилизатор передний,7192,1332,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,1,3.99
Стабилизатор задний,7193,1333,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,1.14
Шасси,7198,1334,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,4.1
Чашка слиппера,7205,1335,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,20
Кардан центральный,7210,1336,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,2
Крепление аккумулятора,7211,1337,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,32.53
Серво сейвер,7213,1338,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,9.2
Тяга сервопривода,7215,1339,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,1.2
Рычаг сервопривода (4 шт),7216,1340,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,1,9.54
Вставка качалки сервопривода (4 шт),7233,1341,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,1.52
Подшипник 10х05х4 мм(10шт.),7270,1342,Подшипники,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,6.7
Подшипники (полный набор),7281,1343,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,23.3
Рычаги передние нижние (пара),7351,1344,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,20
Рычаги задние нижние (пара),7352,1345,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,3
Карданы передние CVD (монстр/трагги) (пара),7353,1346,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,0.58
Амортизаторы задние (пара),7359,1347,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,1,4.77
Корпус трагги (черный),7365,1348,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,1.44
Диск 1/10 монстр (пара) ZD,7493,1349,"Колёса, шины, диски, вставки и аксессуары",XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,0.2
Резина с вставками 1/10 монстр (пара) ZD,7494,1350,"Колёса, шины, диски, вставки и аксессуары",XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,1.7
Дифференциал,7170,1351,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,0.86
Шестерня дифференциала (спур),7171,1352,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,1,4.77
Корпус дифференциала,7177,1353,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,10
Бампер передний (багги),7178,1354,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,1.5
Стойка амортизаторов (бабочка) задняя,7183,1355,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,39.27
Шестерня ведомая 77T,7203,1356,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,9.1
Усилитель шасси,7218,1357,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,5.1
Наконечники амортизаторов (набор),7230,1358,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,5.26
я Регулятор скорости БК 80A ZD Racing,7287,1359,Регуляторы скорости(ESC),,,20%,КИТАЙ ,,146.1
Защита шестерни,7290,1360,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,1,7.55
Шестерня ведущая(пиньон) 19Т/3.175mm ZD Racing,7299,1361,Шестерни (пиньоны),XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,67.5
Крепеление корпуса (набор),7350,1362,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,10
Шестерня ведущая(пиньон) 17T/3.175mm ZD Racing,7356,1363,Шестерни (пиньоны),XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,0.86
Диск 1/10 трагги (пара) ZD,7362,1364,"Колёса, шины, диски, вставки и аксессуары",XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,4.5
Резина с вставками 1/10 трагги (пара) ZD,7363,1365,"Колёса, шины, диски, вставки и аксессуары",XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,1.14
Корпус монстр черный,7380,1366,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,4.6
Винты (полный набор),7370,1367,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,2.15
Стойка амортизаторов (бабочка) задняя (карбон),7513,1368,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,1.39
Стойка амортизаторов (бабочка) передняя (карбон),7514,1369,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,1,7.55
Тяги передние верхние регулируемые (пара),7518,1370,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,1.29
Тяги задние верхние регулируемые (пара),7520,1371,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,15.5
Тяги рулевые регулируемые (пара),7522,1372,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,,1.2
Тяга сервопривода регулируемая,7523,1373,1-Oct,XINGYAOHUA,XINGYAOHUA,20%,КИТАЙ ,5,2.2
HSP,,1374,к автомоделям,,,,,,144.95
Jan-18,,1375,HSP,,,,,1,11.94
Шасси,58001,1376,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,1.43
Рычаг передний нижний (2шт.),58003,1377,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,5,1.5
Рычаг задний нижний (2шт.),58004,1378,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,3.86
Стойка амортизаторов (бабочка) передняя,58005,1379,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,5.02
Стойка амортизаторов (бабочка) задняя,58006,1380,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,140.39
Ступица (поворотный кулак) (2шт.),58007,1381,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,1,8.36
Ступица задняя (2шт.),58008,1382,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,15.5
Полуось передняя/задняя (пара),58027,1383,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,3.82
Чашка дифференциала (4шт.),58031,1384,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,0.8
Амортизатор (пара),58032,1385,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,5,1
Двигатель коллекторный RC370 2430 HSP ,58033,1386,Электродвигатели,HSP Racing,HSP Racing,20%,КИТАЙ ,1,6.77
Ось рулевая B d2*23 (пара),58035,1387,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,2.05
Подшипник d8mm*4mm*3mm (1шт.),58044,1388,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,5,9.7
Шестерня ведущая(пиньон) 13Т/2mm HSP,58045,1389,Шестерни (пиньоны),HSP Racing,HSP Racing,20%,КИТАЙ ,,5.26
Шестерня ведомая 45Т,58046,1390,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,0.8
Плата,58050,1391,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,1,6.77
Клипса корпуса для моделей масштаба 1/16-1/24 (1шт.),58051,1392,Клипсы,HSP Racing,HSP Racing,20%,КИТАЙ ,,1.81
Бампер передний/задний  (для Монстра),58054,1393,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,2.15
Стойка корпуса передняя/задняя,58067,1394,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,3.82
я Колесо в сборе 1/18 шорт-корс HSP,58072,1395,"Колёса, шины, диски, вставки и аксессуары",HSP Racing,HSP Racing,20%,КИТАЙ ,,8.2
Шестерня ведущая(пиньон) 11Т/2mm HSP,58073,1396,Шестерни (пиньоны),HSP Racing,HSP Racing,20%,КИТАЙ ,1,10.6
Рычаг передний/задний нижний (пара),58074,1397,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,6.95
Рычаг передний/задний верхний (пара),58075,1398,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,1.43
Ступица (поворотный кулак) (левая/правая) 2шт.,58077,1399,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,5,15.6
Крепление задней стойки корпуса,58080,1400,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,2.95
Стойка корпуса (передняя) (2шт.),58081,1401,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,0.77
Полуось передняя/задняя 20мм,58087,1402,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,8.2
Амортизатор (пара),58090,1403,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,1,33.41
Шестерня ведущая(пиньон) 17Т/2mm HSP,58092,1404,Шестерни (пиньоны),HSP Racing,HSP Racing,20%,КИТАЙ ,,1.31
Амортизатор задний (пара),58104,1405,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,8.11
Прокладка аммортизатора резиновая,58105,1406,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,3.11
Шестерня ведущая(пиньон) 12Т/2mm HSP,58110,1407,Шестерни (пиньоны),HSP Racing,HSP Racing,20%,КИТАЙ ,,2.98
Шестерня ведущая(пиньон) 14Т/2mm HSP,58111,1408,Шестерни (пиньоны),HSP Racing,HSP Racing,20%,КИТАЙ ,,54.86
Дифференциал,58113,1409,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,1,5.96
Корпус,80391,1410,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,1
Корпус,80691,1411,Jan-18,HSP Racing,HSP Racing,20%,КИТАЙ ,,8.2
