S_NUMBER;C_CODE;Location_DESC;Latitude;Longitude;ROAD1;ROAD2;DT;DT2;AI92;BN92;AI95;GPL;AI98
38;BY;1-ый  км  юго-западнее  деревни  Б.Тростенец;53.854722;27.694722;М-4;;1;0;1;0;1;0;0,,,,,,
38;BY;г. Осиповичи, ул. Юбилейная, 43;53.307133;28.661916;;;1;0;1;0;1;0;0,,,,
39;BY;г. Бобруйск, ул.Ленина 86;53.159941;29.234102;;;1;0;1;0;1;0;0,,,,,
39;BY;г.п. Россоны, ул. Машерово, 60;55.914457;28.817991;Р-13;;1;0;1;0;1;0;0,,,,
39;BY;г. Гомель, ул. Косарева, 20;52.406157;30.917856;;;1;0;1;0;1;1;0,,,,
39;BY;Островецкий район, д. Михалишки;54.811667;26.149722;Р-45;;1;1;1;0;1;0;0,,,,,
39;BY;а/д Минск-Гродно, 11км., лево;53.910277;27.404722;М-6;М-9;1;0;1;0;1;0;0,,,,
39;BY;Минская обл.,Слуцкий р-н, г. Слуцк, ул. Ленина, 117а;53.018136;27.536199;Р-43;;1;0;1;0;1;1;0,,
4;BY;г.п. Смиловичи, автодорога Минск-Могилев, 36-й км (лево);53.760006;28.01817;М-4;;1;1;1;0;1;0;0,,,,
4;BY;Брестская обл., г. Брест, ул. Ковельская, 105;52.0536;23.7234;Р-17;;1;0;1;0;1;1;0,,,
4;BY;трасса М-10, 20-й. км., 1;52.382764;31.347252;М-10;;1;0;1;0;1;0;0,,,,
4;BY;г. Минск, Партизанский, 156а;53.858055;27.678333;М-9;;1;0;1;0;1;0;0,,,,
4;BY;г.п. Сенно, ул. Красноармейская;54.823312;29.737078;;;1;0;0;0;0;0;0,,,,,
4;BY;г. Березовка, ул. Корзюка, 18;53.716471;25.484167;;;1;0;1;1;1;0;0,,,,
4;BY;г. Гродно, ул. Славинского,"2 ""А"";53.646666;23.830277;;;1;0;1;0;1;0;1",,,,
4;BY;г. Борисов, ул. Гагарина, 101;54.200683;28.480333;;;1;0;1;0;1;1;0,,,,
4;BY;Могилевский р-он, Буйничский с/с,3;53.857278;30.254472;Р-93;Р-97;1;0;1;0;1;1;0,,,,
40;BY;г. Рогачев, ул.Кирова, 59;53.07;29.99;Р-43;;1;0;1;0;1;0;0,,,,
40;BY;г. Островец, ул. Ленинская;54.61;25.931944;Р-48;;1;0;0;1;1;1;0,,,,,
40;BY;г. Минск, ул. Машиностроителей, 5;53.85255;27.644433;;;1;1;1;0;1;0;0,,,,
40;BY;Брестская обл., Кобринский р-н, г. Кобрин, ул. Дзержинского, 133;52.189167;24.336667;;;1;0;1;0;1;1;0,,
40;BY;Минская обл.,Солигорский р-н,Чижевский с/с,д.Чижевичи ,ул. Шахтерская,16;52.805555;27.544166;;;1;0;1;0;1;1;0,
40;BY;г. Могилев, ул. Габровская,39;53.871083;30.355694;;;1;0;1;0;1;1;0,,,,
41;BY;вблизи д. Кремное, трасса Р-88, 22-й. км., 1;52.063611;27.773611;Р-88;;1;0;1;0;0;0;0,,,
41;BY;д. Тросно, Минское шоссе;55.434775;28.778668;Р-46;;1;0;1;0;0;0;0,,,,,
41;BY;Мoсковское Шоссе;53.684222;31.687111;Р-43;;1;0;1;0;0;0;0,,,,,,
41;BY;Ошмянский район, д. Каменный Лог;54.533889;25.724167;М-7;;1;1;1;0;1;1;0,,,,,
41;BY;г. Минск, ул.Селицкого, 17 б;53.815;27.689166;;;1;0;1;0;1;0;0,,,,
41;BY;Брестская обл., Кобринский р-н, Буховичский с/с, д. Луцевичи;52.244722;24.411389;Р-2;;1;0;1;0;1;1;0,,,
41;BY;Бокшицкий с/с,13, 1240 м от д.Василинки ,ул. Колхозная ,68;53.050277;27.5625;Р-23;;1;0;1;0;1;1;0,,
42;BY;г. Новополоцк, ул. Ктаторова;55.534422;28.630608;;;1;0;1;1;1;0;0,,,,,
42;BY;г. Могилев, ул. Гришина,94Б;53.916333;30.377556;;;1;0;1;0;1;1;0,,,,
42;BY;г. Ельск, Мозырский тракт, 1;51.8225;29.168889;Р-31;;1;0;1;0;1;1;0,,,,
42;BY;г. Сморгонь, ул. Синицкого, д.17;54.473889;26.415;;;1;0;1;0;1;1;0,,,,
42;BY;г. Минск, ул.Шаранговича, 65;53.880233;27.431383;;;1;0;1;0;1;0;0,,,,
42;BY;Брестская обл., Кобринский р-н, М-1, 60-й км, 1;52.182222;24.366944;М-1;;1;0;1;0;1;0;0,,
42;BY;223712, Республика Беларусь, Минская область, Солигорский р-н, Чижевичский с/с,53, (р-он д.Кулаки);52.804722;27.510833;;;1;0;1;0;1;0;0
43;BY;г.п. Освея;56.007;28.1173;;;1;0;1;0;0;0;0,,,,,,
43;BY;г. Калинковичи, ул. 50 лет Октября, 54;52.124444;29.304167;М-10;;1;1;1;0;1;0;0,,,,
43;BY;г. Могилев, пр-т Шмидта, 1;53.879083;30.312;;;1;0;0;1;1;1;0,,,,
43;BY;г. Минск, ул.Суражская, 8;53.884583;27.533166;;;1;0;1;0;1;0;0,,,,
43;BY;Брестская обл., Кобринский р-н, М-1, 60-й км, 2;52.181667;24.368333;М-1;;1;0;1;0;1;1;0,,
43;BY;а.г.. Василишки;53.77206;24.84647;;;1;0;1;0;1;0;0,,,,,,
43;BY;Минская обл., Солигорский р-н, гп Красная Слобода, ул. Советская, 110;52.853409;27.206893;;;1;0;1;0;1;0;0,,
44;BY;г. Минск, ул.Ленина, 48;53.89005;27.576816;;;1;0;1;0;1;0;0,,,,
44;BY;г.п. Ветрино, ул. Ленина, 1Б;55.405807;28.457387;Р-45;;1;0;1;0;0;0;0,,,,
44;BY;г. Чечерск, ул. Советская, 68;52.903350;30.907990;Р-30;;1;0;1;0;1;0;0,,,,
44;BY;Брестская область, Березовский район, М-1, 123-й км, 2;52.550278;25.063611;М-1;;1;0;1;0;1;0;0,,
44;BY;г. Гродно, ул.Южная,1А;53.645277;23.872777;;;1;0;1;0;1;1;0,,,,
44;BY;Чериковский р-н, пересечение автодорог Р-122 и Р-43.68км;53.585889;31.352083;Р-43;Р-122;1;0;1;0;1;1;0,,,,,
45;BY;Миорский р-н, Заустьевский с/с, д. Моназыль;55.54123;28.206126;Р-14;;1;0;1;0;1;0;0,,,,
45;BY;г. Могилев, ул. Симонова;53.862083;30.307566;;;1;0;1;0;1;1;0,,,,,
45;BY;г. Житковичи, ул. Пролетарская, 112;52.245556;27.859444;М-10;Р-88;1;1;1;0;1;0;0,,,,
45;BY;г. Волковыск, ул. С. Панковой;53.16857;24.42912;;;1;0;1;0;1;1;0,,,,,
45;BY;Брестская обл., Березовский р-н, М-1, 123-й км, 1;52.548333;25.060833;М-1;;1;0;1;0;1;0;0,,
45;BY;Минская обл,Любанский р-н,Тальский с/с,Р-55,100-йкм,1;52.808055;27.964444;Р-55;;1;0;1;0;1;0;0,
46;BY;г. Полоцк, ул.Гагарина,32;55.48436;28.800306;;;1;0;1;1;1;1;1,,,,
46;BY;16-ый км а/дороги Р55 Бобруйск-Глуск-Любань;53.071111;29.073055;Р-55;;1;0;1;0;1;1;0,,,,,,
46;BY;г. Мозырь, ул. Иваненко А.С., 12;52.077222;29.276389;Р-131;;1;0;1;0;1;0;0,,,,
"46;BY;Национальный аэропорт  ""Минск""", 94;53.894444;28.03;М-2;;1;0;1;0;1;0;0,,,,,
46;BY;Брестская обл., Березовский р-н, г. Береза, ул. Промышленная.12;52.528483;24.955033;;;1;0;1;0;1;0;0,,,
46;BY;Минская обл., Солигорский р-н, гп Старобин, ул. Радужная,10, на 140 км. автодороги Р-23 Минск-Микашевичи;52.730206;27.444553;Р-23;;1;0;1;0;1;0;0,
46;BY;г. Гродно ул.О.Соломовой 109;53.665278;23.784167;;;1;0;1;0;1;0;0,,,,,,
47;BY;г. Минск, ул. Долгобродская, 19;53.892933;27.612116;;;1;0;1;0;1;0;0,,,,
47;BY;г. Новополоцк, проезд измерительский;55.51488;28.684998;;;1;0;1;0;1;0;0,,,,,
47;BY;г. Мозырь, ул. Нефтестроителей, 4;52.042864;29.220607;;;1;0;1;0;1;1;1,,,,
47;BY;Брестская обл., Кобринский р-н, г. Кобрин, ул. Пролетарская, 187А;52.221389;24.332222;;;1;0;1;0;1;0;0,,
47;BY;г. Слоним, пр-т Независимости;53.065833;25.313;;;1;0;1;0;1;0;0,,,,,
47;BY;Минская обл.,Стародорожский р-н,г. Старые Дороги, ул. Московская,1В;53.035277;28.285555;Р-92;;1;0;1;0;1;0;0,,
47;BY;г. Могилев, пр-т Димитрова,80;53.880028;30.389194;;;1;0;1;0;1;1;0,,,,
48;BY;г. Минск, ул. Одинцова, 123;53.90045;27.42285;;;1;0;1;0;1;0;1,,,,
48;BY;Добрынский с-с., 11;51.636111;29.081667;Р-128;;1;0;1;0;1;0;0,,,,,
48;BY;г. Орша, ул. Ленина, 214;54.541388;30.4475;;;1;0;1;1;1;0;0,,,,
48;BY;г. Новогрудок, ул. Индустриальная, 3а;53.580556;25.813889;;;1;1;1;0;1;0;0,,,,
48;BY;Брестская обл., Березовский р-н, г. Белоозерск, ул. Шоссейная, 2;52.473056;25.1825;Р-136;;1;0;1;0;1;0;0,,
48;BY;Минская обл.,Копыльский р-н, г. Копыль, ул. Полевая,1А;53.148888;27.073888;Р-61;;1;0;1;0;1;0;0,,
48;BY;г. Климовичи;53.585528;31.973866;Р-75;;1;0;1;0;1;1;0,,,,,,
49;BY;г.п. Краснополье;53.348752;31.418528;Р-74;;1;0;1;0;1;0;0,,,,,,
49;BY;Гомельская обл., Мозырский р-н., Р-31, 161-й км, 1А;52.00;29.254167;Р-31;;1;0;1;0;1;1;1,,
49;BY;Брестская обл., Пружанский р-н, г. Пружаны, ул. Октябрьская, 2;52.555;24.475278;Р-85;;1;0;1;0;1;0;0,,
49;BY;г. Орша, ул.2-я Шкловская, 4;54.4825;30.38;;;1;0;1;0;0;0;0,,,,
49;BY;г. Минск, пр-т. Независимости, 156;53.940466;27.67445;М-9;;1;0;1;1;1;1;1,,,,
49;BY;Минская обл.,Слуцкий р-н,Р-23,109-й км,1,Кировский с/с.;52.984169;27.503611;Р-23;;1;0;1;0;1;1;0,
49;BY;г.п. Красносельский, ул. Зеленая, 1;53.25701;24.42056;Р-6;;1;1;1;0;0;0;0,,,,
5;BY;г. Червень, автодорога Минск-Могилев, 61-й км (право);53.72258;28.386955;М-4;;1;0;1;1;1;1;0,,,,
5;BY;Городокский р-н, Первомайский с/с, 15;55.492142;30.02249;М-8;;1;1;1;1;0;0;0,,,,
5;BY;Сиродский с-с., 10;52.127874;29.421591;М-10;;1;0;1;0;1;0;0,,,,,
5;BY;а/д Минск-Микашевичи Р-23, 14 км (право);53.789722;27.525833;Р-23;;1;0;1;0;1;1;0,,,,,
5;BY;г. Гродно ул. Белуша,59;53.668888;23.866944;;;1;1;1;0;1;0;0,,,,,
5;BY;Брестская обл, Брестский р-н, М1, 10-й км, 3;52.1516;23.7057;М-1;;1;0;1;0;1;0;0,,
5;BY;Минская обл., Березинский р-н, г.Березино,ул.Максима Горького,50;53.829326;28.984122;М-4;;1;0;1;0;1;0;0,,
5;BY;г. Лида, улица Фомичева, 1А;53.910248;25.248705;;;1;0;1;0;1;1;0,,,,
5;BY;г. Чаусы, 37-й км. Могилев-Чериков;53.792639;31.005333;Р-122;;1;0;1;0;1;1;0,,,,,
50;BY;Брестская обл., Пружанский р-н, г.п. Ружаны, ул. Дудинского, 7;52.871111;24.874722;Р-44;;1;0;1;0;1;1;0,,
50;BY;д. Ходосы;53.929783;31.461417;Р-73;;1;0;1;0;0;0;0,,,,,,
50;BY;Михалковский с-с., 74;51.907778;29.311111;;;1;0;1;0;1;0;0,,,,,
50;BY;а/д Кричев-Орша-Лепель, 144 км;54.50978;30.343077;Р-115;;1;0;1;1;1;0;0,,,,,
50;BY;г. Минск, проезд Масюковщина, 17;53.926388;27.447777;;;1;1;1;0;1;1;0,,,,
50;BY;г. Гродно, ул. Белуша, 63;53.668055;23.874722;М-6;;1;0;1;0;1;1;0,,,,
50;BY;Минская обл.,Любанский р-н,Сосновский с/с,п. Бориков,ул.Дорожная,3;52.665654;28.225555;Р-55;;1;0;1;0;0;0;0,
51;BY;г. Орша, ул. Пограничная;54.521708;30.403893;;;1;0;1;0;1;1;1,,,,,
51;BY;г. Минск, ул. Слободская, 4;53.864416;27.42645;;;1;0;1;0;1;0;0,,,,
51;BY;Гродненская область, Островецкий р-н, Ворнянский с/с, аг. Ворона, ул. Полоцкая, 1;54.755833;25.948611;Р-45;Р-48;1;0;1;0;1;0;0,
51;BY;г. Калинковичи, ул. Советская, 30а;52.145395;29.341739;Р-131;;1;0;1;0;1;1;0,,,,
51;BY;г. Смолевичи, ул. Комсомольская;54.040138;28.08821;;;1;0;1;0;1;1;0,,,,,
51;BY;Брестская обл., Пружанский р-н, г. Пружаны, ул. Лазо, 11;52.544722;24.487222;Р-85;;1;0;1;0;1;1;0,,
51;BY;г. Костюковичи, а/д Костюковичи -БЦЗ;53.360028;32.034917;;;1;0;1;0;1;1;0,,,,,
52;BY;вблизи д. Рудня-Прибытковская, 11;52.289722;31.130833;;;1;0;1;0;0;0;0,,,,,
52;BY;Логойский с/с, 7;54.20214;27.89768;;;1;0;1;0;1;0;0,,,,,
52;BY;г. п.Хотимск;53.405139;32.552778;;;1;0;1;0;1;0;0,,,,,,
52;BY;Оршанский р-н, Высоковский с/с,20;54.62716;30.43605;М-1;Р-87;1;0;1;1;1;1;1,,,,
52;BY;г. Минск, ул. Гурского, 24 а;53.884183;27.479533;;;1;0;1;0;1;0;1,,,,
52;BY;Брестская обл., Пружанский р-н, гп. Шерешево,  ул. 1-го Мая, 14;52.566389;24.2125;;;1;0;1;0;0;0;0,,
52;BY;г.п. Кореличи ул. Гастелло д.37;53.553611;26.1525;Р-11;;1;1;1;0;1;1;0,,,,,,
53;BY;Минская обл, Смолевичский р-н,  Р-53 , 29 км,2;54.093383;28.287967;;;1;0;1;0;1;1;0,,
53;BY;д. Звенчатка;53.758882;32.242202;Р-43;;1;0;1;0;1;0;0,,,,,,
53;BY;а/д Брест-Минск-граница РФ, 569 км;54.624752;30.453122;М-1;;1;0;1;1;1;0;0,,,,,
53;BY;г. Мозырь, ул. Рыжкова, 41;52.037222;29.231944;Р-131;;1;0;1;0;1;0;0,,,,
53;BY;а/г Гожа,Р-42,17-й км,4, АЗС 53;53.8225;23.873888;Р-42;;1;0;1;0;1;0;0,,
53;BY;г. Минск ул. Тимирязева, 106;53.932066;27.473686;;;1;0;1;0;1;1;1,,,,,
53;BY;Брестская обл., Кобринский р-н, Дивинский с/с, аг. Дивин, ул. Октябрьская, д. 71;51.953333;24.586389;;;1;0;1;0;0;0;0,
54;BY;г. Борисов, ул. Госпитальная, д. 15;54.23895;28.474517;;;1;0;1;0;1;1;0,,,,
54;BY;Могилевский р-н, Венянский с/с, 25;53.834166;30.333333;;;1;0;1;0;1;1;0,,,,
54;BY;Осташковичский с-с., 8;52.411667;29.852222;;;1;0;1;0;0;0;0,,,,,
54;BY;г. Полоцк, ул. Ефросиньи Полоцкой, 47;55.500029;28.768873;;;1;0;1;1;1;1;0,,,,
54;BY;г. Минск, ул. Наполеона Орды, 8;53.842158;27.479258;;;1;0;0;1;1;0;0,,,,
54;BY;г. Гродно, ул. Курчатова, 16;53.706111;23.827778;;;1;0;1;0;1;1;0,,,,
54;BY;Брестская обл., Дрогичинский р-н, г. Дрогичин, ул. Шоссейная, 64;52.189167;25.122778;;;1;0;1;0;1;1;0,,
55;BY;в районе д. Давыдовка;52.516111;29.542222;;;1;0;1;0;0;1;0,,,,,,
55;BY;г. Бобруйск, ул. Минская 104-а;53.1747;29.2024;;;1;0;1;0;1;0;0,,,,,
55;BY;г. Глубокое, ул. Горького, 60;55.14334;27.718312;Р-45;;1;0;1;1;1;1;1,,,,
55;BY;г. Минск, пр.Партизанский, 166а;53.857116;27.684233;М-9;;1;0;1;0;1;1;0,,,,
55;BY;Плещеницкий с/с,1(АЗС №55,66-й км.,а/д М3 Минск-Витебск;54.43327;27.89042;М-3;;1;0;1;0;1;0;0,,,
55;BY;Брестская обл., Березовский р-н, г. Береза, ул. Комсомольская;52.516111;24.966111;Р-2;;1;0;1;0;1;1;0,,,
55;BY;г. Гродно, ул. Подкрыжацкая, 31;53.6975;23.881944;Р-145;;1;0;1;0;1;1;0,,,,
56;BY;Светлогорский р-н., 1;52.617778;29.694444;Р-82;;1;0;1;0;1;0;0,,,,,
56;BY;г. Осиповичи, ул. Сумченко;53.323111;28.651167;;;1;0;1;0;1;1;0,,,,,
56;BY;д. Малявка;54.343218;29.411946;;;1;0;1;0;0;0;0,,,,,,
56;BY;г.Гродно, ул. Дзержинского, 175;53.719722;23.841388;Р-43;;1;1;1;0;1;0;0,,,,
56;BY;Гайненский с/с, 3 (44 км а/д М-3 Минск-Витебск);54.24557;27.84385;М-3;;1;0;0;1;1;1;0,,,,,
56;BY;Брестская обл., Кобринский р-н, г. Кобрин, ул. Советская, 143 Б;52.206389;24.321111;Р-2;;1;0;1;0;1;1;0,,
56;BY;г.Минск, ул. Ваупшасова, 53;53.903055;27.686111;;;1;0;1;0;1;1;1,,,,
57;BY;Смолевичский р-н, Р-53, 3 км ,2;54.02245;27.93065;Р-53;;1;0;1;0;1;0;0,,,
57;BY;а/д М-4 185 км. трассы Минск-Могилев;53.96605;30.1708;М-4;;1;0;1;0;1;1;1,,,,,,
57;BY;г. Толочин, ул. Вокзальная, 47;54.412155;29.763575;;;1;0;1;0;1;1;0,,,,
57;BY;г. Минск, Долгиновский Тракт, 189;53.968429;27.526385;М-9;;1;0;1;0;1;0;0,,,,
57;BY;г. Хойники ул. Революционная, 10;51.905382;30.010685;Р-35;;1;0;1;0;1;0;0,,,,,
57;BY;Брестская обл., Дрогичинский р-н, М-10, 512-й км,1, перекресток автодорог Граница РФ-Гомель-Кобрин и Антополь-Береза;52.228333;24.786944;М-10;;1;0;1;0;1;1;0,
57;BY;г. Лида, ул. Мицкевича;53.90198;25.31311;;;1;1;1;0;1;0;0,,,,,
58;BY;а/д Р-19 , 57 км ,58;54.320833;29.114166;Р-19;;1;0;1;0;1;0;0,,,,
58;BY;г.п. Лоев, ул. Синякова, 25;51.935560;30.778648;;;1;0;1;0;1;1;0,,,,
58;BY;д. Каменный лог;54.53641;25.724722;М-7;;1;1;1;0;1;0;1,,,,,,
58;BY;Брестская обл., Жабинковский р-н, г. Жабинка, ул. Мира, 19;52.194722;24.036944;;;1;0;1;0;1;1;0,,
58;BY;а/д М-4 187 км. трассы Минск-Могилев;53.952283;30.212566;М-4;;1;0;1;0;1;1;0,,,,,,
58;BY;Минская обл., Минский р-н, Сеницкий с/с, Р-23, 12-й км., 1;53.812083;27.531533;Р-23;;1;0;1;0;1;1;0,
58;BY;г.п. Круглое, ул. Могилевская, 17;54.240425;29.805787;;;1;0;1;0;1;1;0,,,,
59;BY;г. Смолевичи, ул. Вокзальная, 9А;54.022033;28.065567;;;1;0;1;0;1;0;0,,,,
59;BY;Толочинский с/с;54.43475;29.6044;М-1;;1;0;1;0;1;0;0,,,,,,
59;BY;трасса М-5, 285 км, 2;52.492828;30.687603;М-5;;1;1;1;0;1;0;0,,,,
59;BY;г. Минск, пр-т Независимости, 218;53.956388;27.723888;;;1;0;1;0;1;0;0,,,,
59;BY;Брестская обл., Жабинковский р-н, Ракитницкий с/с,5,0,2 км западнее д. Федьковичи;52.152778;24.035556;М-1;;1;0;1;0;0;1;0,
59;BY;г. Гродно, ул. Домбровского, д.61Б;53.710556;23.796389;;;1;0;1;0;1;1;0,,,,
59;BY;г. Могилев, ул. 30 лет Победы;53.9348;30.3673;;;1;0;1;0;1;1;0,,,,,
6;BY;Минская обл., Смолевичский р-н, М-1, 391 км, 2;53.964446;28.025854;М-1;;1;0;1;0;1;0;0,,
6;BY;д. Хозянинки, автодорога Минск-Гомель, 31-й км (право);53.705979;27.876149;М-5;;1;1;1;0;1;1;0,,,,
6;BY;Брестская обл., г. Брест, ш. Варшавское, 3;52.0771;23.7235;;;1;0;1;0;1;0;0,,,
6;BY;г.п. Шумилино, ул. Юбилейная, 1;55.305066;29.597677;Р-20;;1;0;0;0;0;0;0,,,,
6;BY;Муляровский с-с., 25;52.213475;28.576356;М-10;;1;0;0;1;1;1;0,,,,,
6;BY;г. Минск, Логойский тракт, 49;53.961111;27.625315;М-9;;1;0;0;1;1;1;1,,,,
6;BY;Моринский с/с, М6, 129-ый км, 1;53.893611;25.7975;М-6;;1;0;1;1;1;1;0,,,
6;BY;г. Гродно, Индурское шоссе,11а;53.639722;23.840833;;;1;0;1;0;1;1;0,,,,
6;BY;г. Могилев, Ровчакова,1а;53.928806;30.268583;М-4;;1;0;1;0;1;0;0,,,,
60;BY;Губичский с/с., вблизи д. Наспа;52.711399;30.335729;М-5;;1;1;1;0;1;0;0,,,,,
60;BY;г. Могилев, ул. Криулина;53.956216;30.33685;;;1;0;1;0;1;1;0,,,,,
60;BY;Толочинский с/, 21;54.4367;29.60463;М-1;;1;0;1;0;1;0;0,,,,,
60;BY;Островецкий район, Гудогайский с/с, 6;54.595278;25.912222;;;1;0;1;0;1;0;0,,,,
60;BY;г. Заславль, ул. Советская, 114;54.014017;27.259503;;;1;0;1;0;0;0;0,,,,
60;BY;Логойский с/с, 39 (36-й км а/д М-3 Минск-Витебск);54.166111;27.819166;М-3;;1;0;0;1;1;0;0,,,,,
60;BY;Брестская обл., Кобринский р-н, г. Кобрин, ул. Дружбы, 86;52.1925;24.356944;;;1;0;1;0;1;0;1,,
61;BY;Брагинский р-н., Р-35, 134-й. км., 2;51.431388;30.558888;Р-35;;1;0;1;0;0;0;0,,,
61;BY;г.Славгород.101км а/д р43;53.431666;30.968333;Р-43;;1;0;1;0;1;1;0,,,,,,
61;BY;Брестская обл., г. Пинск, ул. Янищиц, 4;52.1244;26.0633;;;1;0;1;0;1;1;0,,,
61;BY;Бешенковичский р/н, Бочейковский с/с, 1;55.0175;29.174722;М-3;;1;0;1;0;1;0;0,,,,
61;BY;а.г.  Пограничный,;53.11691;24.00388;;;1;1;1;0;1;1;0,,,,,
62;BY;58 км (право) а/д Р-93 Могилев-Бобруйск (д.Чечевичи);53.517306;29.822389;Р-93;;1;0;1;0;1;1;0,,,,,,
62;BY;Чашникский р-н, аг. Лукомль, ул. Первомайская, 36;54.7006;29.13909;Р-62;;1;0;1;0;1;1;0,,,
62;BY;Брестская обл., Пинский р-н, Оснежецкий с/с, д. Посеничи, М-10, 402-й км, 1;52.1774;26.0609;М-10;;1;0;1;0;1;0;0
62;BY;г. Гродно, ул.Я.Купалы 25\а;53.66;23.833888;;;1;1;1;0;1;0;0,,,,,
63;BY;г.п. Копаткевичи, ул. Ленинская, 78;52.3075;28.8025;;;1;0;1;0;0;0;0,,,,
63;BY;Брестская обл., Лунинецкий р-н, Лунинский с/с, 22;52.27065;26.82952;М-10;;1;0;1;0;1;1;0,,,
63;BY;г. Чашники, ул. Луначарского, 84 А;54.864399;29.14452;;;1;0;1;1;1;0;0,,,,
63;BY;г. Гродно, ул. Краснопартизанская 73;53.675556;23.805833;;;1;0;1;0;1;1;0,,,,,
64;BY;Брестская обл., Ивановский р-н, г. Иваново, ул. Ленина, д. 169;52.128838;25.539671;Р-144;;1;0;1;0;1;0;0,,
64;BY;Урицкий с/с., вблизи аг. Урицкое, 12;52.458771;30.800321;;;1;0;1;0;0;0;0,,,,
64;BY;г. Бобруйск, ул. Интернациональная 80;53.140732;29.191682;;;1;0;1;0;1;1;0,,,,,
64;BY;г. Докшицы, ул. Гайдара, 66;54.883063;27.775799;Р-3;;1;0;1;1;1;1;0,,,,
64;BY;Коптевский с/с М6 288-й км,2;53.5525;23.864444;М-6;;1;1;1;0;1;0;0,,,,,
65;BY;г. Орша, ул. Могилевская;54.486974;30.436866;;;1;0;1;0;1;0;0,,,,,
65;BY;Лясковичский с/с., аг. Лясковичи, ул. Речная, 29;52.120266;28.16863;;;1;0;1;0;1;0;0,,,
65;BY;г. Гродно, ул.Краснознаменная, д.2;53.651388;23.816111;;;1;0;1;0;1;1;0,,,,
65;BY;г.Бобруйск ул. Шинная, 25;53.1842;29.22476;;;1;0;1;0;1;1;1,,,,,
66;BY;г.п. Лельчицы, ул. Ленина, 37;51.801667;28.328611;Р-36;;1;0;1;0;1;1;0,,,,
66;BY;г.Гродно, Индурское шоссе, 32;53.620833;23.866111;;;1;1;1;0;1;0;0,,,,
66;BY;Горецкий р-н, д. Ректа;54.309383;30.938016;Р-15;;1;0;1;0;1;1;0,,,,,
"67;BY;132км автодороги М4 ""Минск-Могилев"";53.906433;29.399433;М-4;;1;0;1;0;1;1;0",,,,,,
67;BY;Верхнедвинский район, Шайтеровский сельсовет, 1;55.755272;27.955751;Р-18;Р-20;1;0;1;1;1;1;0,,,,
67;BY;г. Петриков, ул. Первомайская, 85;52.14069;28.49713;;;1;0;1;0;1;0;0,,,,
67;BY;Островецкий р-н, д. Белькишки, 10;54.613611;26.014166;Р-52;;1;1;1;0;1;1;0,,,,
67;BY;Брестская обл., Лунинецкий р-н, М-10, 344-й км, 1;52.2468;27.0836;М-10;;1;0;1;0;1;0;0,,
68;BY;Защебьевский с/с., аг. Защебье, ул. Юбилейная, 1;52.181326;29.865517;М-10;;1;0;1;0;1;0;0,,,
68;BY;Брестская обл., Столинский р-н, г. Столин, ул. Горынская, д.186a;51.8777;26.8097;Р-88;;1;0;1;0;1;0;0,,
68;BY;г.Гродно, ул. Белые Росы, 16;53.71506;23.86082;;;1;0;1;0;1;0;1,,,,
68;BY;Витебский район, а/дМ-8, 73 км,3;55.29035;30.3241;М-8;;1;0;1;1;1;1;0,,,
68;BY;Могилевский р-н, 232 км автодороги М8;53.91487;30.4712;М-8;;1;0;1;0;1;1;0,,,,,
"69;BY;132 км автодороги М4 ""Минск-Могилев"";53.9094;29.4112;М-4;;1;0;1;0;1;1;0",,,,,,
69;BY;Бегомльский с/с, 1;54.610868;27.909917;М-3;;1;0;1;0;1;0;0,,,,,
69;BY;Жмуровский с/с., д. Жмуровка, ул. Школьная, 60;52.333611;30.440277;Р-32;;1;0;1;0;1;0;1,,,
69;BY;Брестская область, Ивановский р-н, Лясковичский с/с, М10, 454 км.;52.15449;25.56525;;;1;0;1;0;1;0;0,,
69;BY;Волковысский р-н, Р-99, 112км.,1;53.14439;24.50689;Р-99;;1;1;1;0;1;0;1,,,
7;BY;трасса М-10, 308 км., 1;52.239839;27.607698;М-10;;1;0;1;0;1;0;0,,,,
7;BY;г.Борисов, ул. Лопатина 170а;54.2714;28.498667;Р-63;;1;0;1;0;1;0;0,,,,,
7;BY;автодорога Минск-Гомель, 47-й км (лево);53.620225;28.05086;М-5;;1;1;1;1;1;0;0,,,,,
7;BY;Могилевкий р-он, Р-122, 12-йкм, 1;53.866528;30.473583;Р-122;;1;0;1;0;1;0;0,,,
7;BY;Витебский р-н, Туловский с/с, Р-21, 6-ой км, 1;55.169052;30.304856;Р-21;;1;1;1;0;1;1;0,,
7;BY;Брестская обл., г. Брест, ул. Героев обороны Брестской крепости, 3В;52.0963;23.678;;;1;0;1;0;1;0;0,,,
7;BY;г. Скидель,ул.Ленина,76 Б;53.58;24.239166;М-6;;1;1;1;0;1;0;0,,,,
7;BY;г. Минск, пр-т Независимости, 152;53.938541;27.67212;М-9;;1;0;0;1;1;1;1,,,,
7;BY;г. Лида ул. Коммунистическая, 56;53.878333;25.274444;;;1;0;1;1;1;1;0,,,,,
70;BY;юго-восточнее д.Дягильно на 810 м.;53.663408;27.084123;;;1;0;1;0;1;1;0,,,,,,
70;BY;г. Новополоцк, ул. Калинина, 24;55.525315;28.649322;;;1;0;1;1;1;1;0,,,,
"70;BY;78км автодороги М-5 ""Минск-Гомель"";53.454966;28.404016;М-5;;1;0;1;0;1;1;1",,,,,,
