Код;Кол-во;Наименование;Автор;ISBN;Вес шт.(кг);Описание;Направление;Ссылка на cайт;Цена без скидки;Акционная скидка;Скидка корпоративная;Итоговая скидка;Итоговая цена;Стоимость;;
00000009209;0;Мои 5 лет;;978-5-00100-880-4;0,43;365 вопросов, 1825 ответов. Дневник;Творчество;https://www.mann-ivanov-ferber.ru/books/moi-5-let/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000009207;0;Швейцарская кухня;Любовь и Максим Куштуевы;978-5-00057-296-2;0,97;Не только рецепты;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/shvejcarskaya_kuhnya/?buytab=paperbook;1600,00;30%;т ты меня;50%;800,00;0,00;1120;
00000009205;0;Пироговедение для начинающих;Ирина Чадеева;978-5-00057-288-7;0,98;60 рецептов;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/pirogovedenie_dlya_nachinayushih/?buytab=paperbook;1100,00;30%;т ты меня;50%;550,00;0,00;770;
00000009200;0;Искусство чтения;Томас Фостер;978-5-00057-331-0;0,49;Как понимать книги;Научпоп;https://www.mann-ivanov-ferber.ru/books/chitaj_kak_professor/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000009199;0;ДИВНОЗАРЫ;Франческо Пито, Бернадет Жерве;978-5-00057-230-6;0,94;;Детские книги;https://www.mann-ivanov-ferber.ru/books/divnozary/?buytab=paperbook;1250,00;30%;т ты меня;50%;625,00;0,00;875;
00000009197;0;Нефть: люди, которые изменили мир;;978-5-00057-276-4;0,87;;;https://www.mann-ivanov-ferber.ru/books/neftyaniki_kotorye_izmenili_mir/?buytab=paperbook;3330,00;15%;т ты меня;50%;1665,00;0,00;2830,5;
00000009190;0;От кликов к продажам;Бенджи Рэбхэн;978-5-00057-205-4;0,49;Как повысить продажи через оптимизацию конверсии;Маркетинг;https://www.mann-ivanov-ferber.ru/books/ot_klikov_k_prodazham/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000009192;0;365 дней вместе;Юлия Луговская, Елена Немец;978-5-00057-291-7;0,43;Ежедневник для родителей;Детские книги;https://www.mann-ivanov-ferber.ru/books/365_dnej_vmeste/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000009174;0;Дом, милый дом;Дебора Нидлман;978-5-00057-262-7;0,80;Иллюстрированное руководство по дизайну интерьера;Творчество;https://www.mann-ivanov-ferber.ru/books/dom_milyj_dom/?buytab=paperbook;1250,00;30%;т ты меня;50%;625,00;0,00;875;
00000009172;0;Замечательное время: зима;Ксения  Дрызлова, Настя Слепцова;978-5-00057-325-9;0,73;;Детские книги;https://www.mann-ivanov-ferber.ru/books/zamechatelnoe_vremya_zima/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000009170;0;Формула менеджмента;Тимур Дергунов;978-5-00057-284-9;0,35;Практическое пособие начинающего руководителя;Бизнес;https://www.mann-ivanov-ferber.ru/books/formula_menedzhmenta/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000009146;0;Магия чисел;Артур Бенджамин, Майкл Шермер;978-5-00117-063-1;0,46;Моментальные вычисления в уме и другие математические фокусы;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/matemagiya/?buytab=paperbook;705,00;30%;т ты меня;50%;352,50;0,00;493,5;
00000009139;0;Думай как дизайнер;Жанна Лидтка, Тим Огилви;978-5-00057-314-3;0,67;Дизайн-мышление для менеджеров;Бизнес;https://www.mann-ivanov-ferber.ru/books/dizain_myshlenie_dlya_menegerov/?buytab=paperbook;1390,00;30%;т ты меня;50%;695,00;0,00;973;
00000009141;0;Максимальная концентрация;Люси Джо Палладино;978-5-00100-664-0;0,48;Как сохранить эффективность в эпоху клипового мышления;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/maksimalnaya_koncentraciya/?buytab=paperbook;705,00;30%;т ты меня;50%;352,50;0,00;493,5;
00000009134;0;Путевые заметки;Илья Варламов;978-5-00057-274-0;0,97;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/fotoputeshestvija_s_ilej_varlamovym/?buytab=paperbook;1015,00;30%;т ты меня;50%;507,50;0,00;710,5;
00000009137;0;Супербумага;Лидия Крук;978-5-00057-194-1;0,59;Игры, фокусы, поделки;Детские книги;https://www.mann-ivanov-ferber.ru/books/superbumaga/?buytab=paperbook;730,00;30%;т ты меня;50%;365,00;0,00;511;
00000009136;0;Большая книга игр для тебя и меня;Лидия Крук;978-5-00057-195-8;0,43;;Детские книги;https://www.mann-ivanov-ferber.ru/books/bolshaya_kniga_igr/?buytab=paperbook;730,00;30%;т ты меня;50%;365,00;0,00;511;
00000009132;0;Разноцветная природа;Франческо Пито, Бернадет Жерве;978-5-91657-330-5;0,27;Книжка-раскраска;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/la-nature-en-couleurs/?buytab=paperbook;450,00;30%;т ты меня;50%;225,00;0,00;315;
00000009120;0;Кино без бюджета;Роберт Родригес;978-5-00057-206-1;0,76;Как в 23 года покорить Голливуд, имея в кармане 7 тысяч долларов;Творчество;https://www.mann-ivanov-ferber.ru/books/kino_bez_budzheta/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000009122;0;Стратегия блокбастера;Анита Элберс;978-5-00057-249-8;0,64;Уроки маркетинга от лидеров индустрии развлечений;Маркетинг;https://www.mann-ivanov-ferber.ru/books/blockbastery/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000009091;0;Стань умнее;Дэн Хёрли;978-5-00057-280-1;0,54;Развитие мозга на практике;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/umnee/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000009079;0;Кухня нараспашку;Ольга Бакланова;978-5-00057-247-4;0,78;Кулинарные идеи со всего света;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/kuhnya_naraspashku/?buytab=paperbook;1335,00;30%;т ты меня;50%;667,50;0,00;934,5;
00000010059;0;Легко не будет;Бен Хоровиц;978-5-00057-255-9;0,62;Антикризисный менеджмент на практике;Бизнес;https://www.mann-ivanov-ferber.ru/books/legrko_ne_budet/?buytab=paperbook;1000,00;30%;т ты меня;50%;500,00;0,00;700;
00000009063;0;Почему?;Кэтрин Рипли;978-5-00100-743-2;0,85;Самые интересные детские вопросы о природе, науке и мире вокруг нас;Детские книги;https://www.mann-ivanov-ferber.ru/books/pochemu/?buytab=paperbook;810,00;30%;т ты меня;50%;405,00;0,00;567;
00000009060;0;Трудные диалоги;Керри Паттерсон, Джозеф Гренни, Рон Макмиллан, Эл Свитцлеp;978-5-00100-460-8;0,52;Что и как говорить, когда ставки высоки;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/trudnie_dialogi/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000009058;0;Планета Земля;Елена Качур;978-5-00100-053-2;0,49;Детские энциклопедии с Чевостиком;Детские книги;https://www.mann-ivanov-ferber.ru/books/planeta_zemlya/?buytab=paperbook;525,00;30%;т ты меня;50%;262,50;0,00;367,5;
00000009055;0;Картины. Моя большая выставка;;978-5-00100-267-3;0,67;;Детские книги;https://www.mann-ivanov-ferber.ru/books/kartiny_moya_bolshaya_vystavka/?buytab=paperbook;1675,00;30%;т ты меня;50%;837,50;0,00;1172,5;
00000009010;0;На кофеине;Мюррей Карпентер;978-5-00057-271-9;0,43;Полезная вредная привычка;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/na_kofeine/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000009014;0;Запускаем инновации;Гийс Ван Вульфен;978-5-00057-252-8;0,82;Иллюстрированный путеводитель по методике FORTH;Бизнес;https://www.mann-ivanov-ferber.ru/books/innovacii/?buytab=paperbook;1250,00;30%;т ты меня;50%;625,00;0,00;875;
00000008974;0;Книга моей семьи;Сатеник Анастасян, Евдокия Гасумян;978-5-00057-225-2;0,41;;Детские книги;https://www.mann-ivanov-ferber.ru/books/kniga_moej_semi/?buytab=paperbook;550,00;30%;т ты меня;50%;275,00;0,00;385;
00000008971;0;Литературный мастер-класс;Юрген Вольф;978-5-00057-259-7;0,60;Учитесь у Толстого, Чехова, Диккенса, Хемингуэя и многих других современных и классических авторов;Творчество;https://www.mann-ivanov-ferber.ru/books/sekreti_velikih_pisatelej/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000008968;0;Творческая личность;Отто Крегер, Дэвид Голдстейн;978-5-00057-246-7;0,67;Как использовать сильные стороны своего характера для развития креативности;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/tvorcheskaja_lichnost/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000008962;0;Правила дорожного движения Российской Федерации с рисунками Андрея Бильжо;Андрей Бильжо;978-5-00057-108-8;0,86;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/pdd/?buytab=paperbook;910,00;30%;т ты меня;50%;455,00;0,00;637;
00000008946;0;О чем Эйнштейн рассказал своему повару;Роберт Вольке;978-5-00057-305-1;0,53;Физика и химия на вашей кухне;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/chto_einstein_rasskazal_svoemu_povaru/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000008930;0;KUMON. Лабиринты. Вокруг света;;978-5-00100-941-2;0,29;;Детские книги;https://www.mann-ivanov-ferber.ru/books/labirinti_vokrug_sveta/?buytab=paperbook;420,00;30%;т ты меня;50%;210,00;0,00;294;
00000008927;0;Пирамида эффективности;Тамара Майлс;978-5-00057-223-8;0,38;От разрозненных техник к цельной системе;Бизнес;https://www.mann-ivanov-ferber.ru/books/maksimalnaya_produktivnost/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000008922;0;Город сквозь время;Стив Нун;978-5-00057-219-1;0,54;От древних поселений до современного мегаполиса;Детские книги;https://www.mann-ivanov-ferber.ru/books/gorod_skvoz_vremya/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000008923;0;Улица сквозь время;Стив Нун;978-5-00057-220-7;0,54;Увлекательная прогулка длиной в 12 000 лет;Детские книги;https://www.mann-ivanov-ferber.ru/books/ulica_skvoz_vremya/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000008919;0;Короче;Джо Маккормак;978-5-00057-243-6;0,42;Меньше слов – больше смысла;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/koroche/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000008907;0;Осознанная медитация;Видьямала Берч, Денни Пенман;978-5-00057-221-4;0,44;Практическое пособие по снятию боли и снижению стресса;Здоровый образ жизни;https://www.mann-ivanov-ferber.ru/books/meditacija_dlja_sdorovja/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000008905;0;Сила эмпатии;Донни Эбенштейн;978-5-00057-234-4;0,44;Ключ к конструктивному общению и успешным переговорам;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/sila_empatii/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
